Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22.6,17.1666666666667,140.666666666667,446.0,0.00290405188912572,0
19.6333333333333,30.1,226.0,423.0,0.004252986134681521,0
21.5,20.84,528.5,832.5,0.00329884239319777,1
22.2,21.29,528.666666666667,895.333333333333,0.00351849566665982,1
22.1,38.2,433.0,1880.0,0.00630271207917561,1
22.5,17.39,120.0,444.333333333333,0.00292411194232605,0
22.1,37.69,0.0,1784.5,0.00621772476938492,0
21.0,32.425,454.0,1263.8,0.00499109202642223,1
20.34,29.2,273.0,427.5,0.00431085298677028,0
22.1,17.89,81.0,446.25,0.00293589814090107,0
21.39,19.5,495.0,665.25,0.00306485175435598,1
20.625,26.9975,182.0,425.5,0.00405475735858457,0
21.29,33.05,451.5,1129.0,0.00518025417034164,1
21.29,32.95,474.5,1129.5,0.00516445003815471,1
21.79,21.65,437.25,923.0,0.00348945369177141,1
20.7,26.356666666666694,130.0,423.0,0.00397635155712788,0
21.7,20.32,491.5,795.75,0.00325590861722737,1
22.26,24.8266666666667,433.0,951.666666666667,0.0041219736123528,1
21.6,21.2,433.0,817.5,0.00337685294517225,1
22.2,27.0,438.0,849.0,0.00446893986995333,1
20.0,26.34,37.0,420.5,0.0038046109977651695,0
21.5,34.345,454.0,1399.0,0.0054553494443516,1
19.39,30.575,13.0,431.5,0.00425524509848832,0
19.2,27.6,0.0,429.5,0.0037932139445365602,0
21.533333333333307,36.79,0.0,1508.33333333333,0.00585942154944413,0
20.7225,20.245,14.0,436.75,0.00305403274259712,0
22.2,38.4,433.0,1923.75,0.0063751651557055295,1
22.5,27.025,470.25,1079.25,0.00455609522606849,1
21.625,34.77,476.5,1423.75,0.0055662537748616715,1
22.89,27.5,0.0,689.5,0.00474864516581148,0
22.9725,17.525,319.75,451.5,0.0030330149237304893,0
21.89,18.1,64.4,442.0,0.00293253765841459,0
22.272,17.83,350.4,452.5,0.00295696747291495,0
19.29,27.5,0.0,425.0,0.0038007697086113695,0
19.39,27.39,0.0,422.5,0.00380926122794171,0
21.89,36.53,454.0,1592.66666666667,0.00594709137258928,1
21.34,22.55,0.0,672.0,0.00353604389078825,0
21.29,19.1,48.0,439.0,0.00298324533740384,0
20.79,31.84,438.0,1144.0,0.004836946829315411,1
20.79,20.15,14.0,441.0,0.0030523555067124802,0
22.2675,25.865,464.0,784.5,0.00429753390911668,0
20.79,20.15,14.0,440.5,0.0030523555067124802,0
22.1,39.09,433.0,2013.0,0.00645107835753937,1
22.0666666666667,17.963333333333303,82.3333333333333,441.666666666667,0.0029419774168517893,0
22.365,17.745,353.0,452.0,0.00295958390295335,0
21.5,36.79,0.0,1491.0,0.00584736347174871,0
21.2,21.445,0.0,613.5,0.00333293258042035,0
20.7225,20.245,14.0,436.75,0.00305403274259712,0
22.0,20.0,559.333333333333,756.333333333333,0.00326392729455164,1
21.89,18.2,328.5,461.25,0.0029488163347437,0
22.175,27.0,471.5,1104.75,0.00446209123250109,1
21.125,33.0675,471.75,1352.0,0.00513037046868385,1
22.025,23.945,433.0,853.25,0.00391779269090952,1
20.29,23.0,0.0,435.5,0.00338002905736888,0
20.89,32.3725,437.25,1224.75,0.00494908605685923,1
21.89,21.39,469.0,884.25,0.00346855151214028,1
21.7,20.945,433.0,780.75,0.00335659387115217,1
21.89,19.76,552.333333333333,731.0,0.00320287353906441,1
21.4725,33.925,496.5,1347.0,0.00537891427893576,1
22.1,38.7966666666667,433.0,2012.33333333333,0.00640217086965231,1
22.2675,28.025,429.0,959.75,0.00465911153966592,1
21.39,36.5,0.0,1421.0,0.00576152354219283,0
22.2,21.5,509.0,905.0,0.0035533996230805,1
20.29,22.6,0.0,434.0,0.00332093209327951,0
22.5,28.39,522.0,1103.33333333333,0.00478798949876243,1
22.39,27.5,0.0,627.5,0.00460564085426059,0
22.39,26.29,435.0,1049.66666666667,0.00440155862464441,1
22.1,39.045,433.0,2019.25,0.00644357500993623,1
22.2,27.1,465.666666666667,1110.0,0.00448561086271465,1
20.7,28.5,175.666666666667,431.0,0.00430194630072019,0
21.745,21.575,438.0,890.0,0.00346769600595279,1
22.05,26.55,469.0,1039.0,0.00435367037672952,0
22.6,26.5,546.333333333333,1045.33333333333,0.0044943625011366105,1
22.6,17.175,163.0,445.75,0.00290546820816037,0
21.79,21.7933333333333,444.0,945.666666666667,0.00351268600619375,1
22.175,26.6,442.75,1067.75,0.00439551902924901,1
21.29,21.29,457.0,835.0,0.00332713300899553,1
22.39,27.34,0.0,630.5,0.00457864714513976,0
19.1,31.0,24.0,435.5,0.004237013855804711,0
20.2,23.356666666666694,0.0,440.0,0.00341358053278282,0
19.29,27.6,0.0,427.5,0.0038146754523217695,0
22.0,37.6725,440.25,1814.75,0.0061766549455363,1
21.7,23.55,0.0,755.0,0.0037765994842066,0
20.7,27.525,211.0,426.0,0.00415379162210216,0
20.39,26.2,108.0,428.25,0.0038772355562648212,0
21.5,33.3175,474.5,1257.0,0.00529075340308238,1
22.7,27.5,0.0,670.0,0.00469384871410812,0
20.926666666666698,32.5266666666667,469.0,1276.66666666667,0.00498416190757425,1
23.1,17.0,285.0,448.5,0.0029646181711294396,0
22.0,21.05,469.0,880.0,0.0034362301323054,1
22.29,25.15,433.0,967.5,0.00418370106543207,1
21.2,18.6,270.0,461.666666666667,0.00288871571176587,0
20.39,22.0,0.0,441.5,0.00325244393170573,0
21.7,20.6,489.0,846.0,0.00330101160183458,1
22.2,27.0,454.0,1134.25,0.00446893986995333,1
20.89,19.79,0.0,582.0,0.00301615411603875,0
21.39,33.2225,479.0,1439.25,0.0052398120444630296,1
19.29,27.5,0.0,428.0,0.0038007697086113695,0
22.2,27.0,486.5,1114.0,0.00446893986995333,1
20.525,28.7225,265.0,426.75,0.00428891732851142,0
21.6,21.39,433.0,847.5,0.00340728297921016,1
22.0,24.1,0.0,846.666666666667,0.003937267833615371,0
22.7,17.075,143.25,446.5,0.00290613955773023,0
22.5,27.39,461.0,1068.33333333333,0.00461808677616419,1
22.2,27.0,454.0,1108.66666666667,0.00446893986995333,1
20.5,21.445,0.0,435.5,0.00319168526771891,0
22.1,39.0675,433.0,2015.5,0.00644732666134124,1
19.29,27.6,0.0,429.0,0.0038146754523217695,0
22.1,20.1975,562.0,768.5,0.00331659730598712,1
21.5666666666667,18.6,55.0,440.0,0.00295467755695997,0
19.745,26.7,39.5,423.0,0.00379605969621947,0
19.5,27.0,24.0,421.75,0.0037806334317097797,0
21.2,33.1266666666667,480.666666666667,1390.33333333333,0.00516354206128261,1
21.5666666666667,34.29,484.0,1271.0,0.00546900587411334,1
22.245,25.15,433.0,986.0,0.00417217977515601,1
21.39,20.5,0.0,725.5,0.0032228380114210893,0
20.39,21.79,0.0,443.5,0.00322123709350804,0
21.5,34.45,464.5,1401.0,0.00547217434234631,1
21.5,19.315,546.0,647.0,0.00305625824446108,0
21.5,18.5,283.33333333333303,464.0,0.00292669207051286,0
20.6,20.7,0.0,440.0,0.00309941018839007,0
19.65,30.15,68.0,427.5,0.0042645421607890605,0
21.89,37.5,0.0,1729.5,0.006106557929125,0
22.39,26.84,449.5,1072.75,0.0044943067922288,1
22.34,26.1,103.0,916.5,0.00435616279533284,0
22.0,23.89,433.0,852.5,0.00390274442392475,1
22.6,17.175,142.5,443.0,0.00290546820816037,0
21.79,20.6225,462.75,833.5,0.0033229609290070608,1
22.29,28.426666666666694,487.333333333333,1047.0,0.00473292194998911,1
21.5,33.425,464.0,1279.25,0.00530796986865074,1
21.79,20.6,462.75,834.25,0.00331931609377617,1
21.2,20.15,0.0,672.0,0.00313065364599599,0
21.89,36.8333333333333,460.0,1665.0,0.0059969502190620715,1
19.39,27.2,0.0,423.5,0.00378267630066579,0
19.426666666666698,30.5,54.0,428.0,0.0042544984221175,0
20.29,22.745,0.0,438.0,0.0033423534521686,0
22.1,17.9725,342.0,461.25,0.0029495012798148802,0
20.7,31.463333333333306,441.0,1074.0,0.00475266589264503,1
22.6,26.79,688.5,1100.5,0.00454390539234429,1
20.39,26.2,98.6666666666667,424.0,0.0038772355562648212,0
21.29,21.8633333333333,0.0,638.666666666667,0.00341722395486199,0
22.29,26.1,459.0,846.75,0.00434283690213977,0
22.29,17.815,357.5,455.4,0.00295772207313588,0
21.89,36.645,449.5,1636.5,0.00596599297049162,1
22.9175,17.6,298.75,453.0,0.00303588072156228,0
21.815,19.3675,543.25,683.5,0.00312451719861933,1
22.945,16.84,180.0,444.5,0.002909037326274,0
21.675,20.9725,0.0,781.25,0.0033558633344194697,0
21.79,21.775,444.0,964.25,0.00350971433483896,1
22.4175,17.7,342.5,459.5,0.0029615281729163103,0
21.39,33.4666666666667,478.0,1458.0,0.00527864852744951,1
22.5,28.29,513.5,1104.0,0.00477099508051037,1
22.2,17.89,350.25,458.5,0.00295392554344823,0
20.29,22.89,0.0,440.0,0.00336377627875311,0
19.79,26.6,34.4,422.75,0.00379239560424957,0
22.79,17.6,343.0,453.5,0.00301240148431402,0
22.245,27.125,438.0,847.75,0.00450218767112889,1
22.23,25.823333333333306,454.0,777.333333333333,0.00428071145407884,0
22.5,27.15,469.0,1065.5,0.00457732382791874,1
20.1,23.34,0.0,436.5,0.00338997630076753,0
19.5,27.1,10.5,424.5,0.0037947212037972603,0
21.7675,35.5675,464.0,1464.25,0.00574538797050582,1
22.1,38.79,433.0,2007.0,0.00640105942430457,1
21.7225,20.87,479.0,846.75,0.0033491382148791693,1
19.29,30.6,6.0,437.0,0.00423213532126926,0
22.0,21.2725,469.0,874.0,0.00347275411839211,1
22.2,24.356666666666694,433.0,903.0,0.00402859142871451,1
21.1,33.025,464.5,1382.0,0.0051157968895299,1
23.0,16.865,232.5,441.25,0.00292313937769995,0
20.29,22.7,0.0,436.0,0.00333570528717845,0
19.39,27.2,0.0,426.0,0.00378267630066579,0
21.963333333333306,37.56,439.0,1828.33333333333,0.0061441318990109,1
19.2225,30.575,15.0,434.25,0.00421078839956323,0
21.7,20.4175,464.0,794.0,0.00327161338240943,1
22.1,38.8266666666667,433.0,2001.0,0.00640717242237104,1
21.6,23.55,0.0,751.5,0.00375343273247922,0
22.29,17.89,352.333333333333,452.0,0.00297023335324217,0
22.856666666666694,17.6,334.0,455.666666666667,0.00302465821996528,0
20.39,26.23,54.3333333333333,426.0,0.0038817028449769603,0
22.39,26.015,444.0,1056.25,0.0043551948381356,1
19.39,27.39,0.0,430.5,0.00380926122794171,0
22.7,26.9175,513.5,1117.5,0.0045936901807913785,1
22.2,27.0,454.0,1129.75,0.00446893986995333,1
20.7,31.745,438.0,1080.75,0.00479554083224444,1
20.5,26.2,74.0,417.0,0.00390381930954106,0
21.9175,37.15,440.25,1727.5,0.0060592709156912,1
22.0,38.23,439.0,1888.66666666667,0.00626898200519979,1
21.39,33.2675,464.0,1449.75,0.00524696926005522,1
20.39,22.39,0.0,432.0,0.00331040775412912,0
22.1,21.6,499.0,893.333333333333,0.00354821322220911,1
19.89,26.39,37.0,418.75,0.0037858234643850094,0
22.945,27.29,0.0,685.0,0.00472795137178073,0
20.815,20.0,7.0,438.75,0.00303421151329867,0
20.05,26.29,55.0,418.5,0.0038091940469071202,0
21.89,36.7,449.5,1649.25,0.0059750332673906715,1
21.6,18.5,45.3333333333333,442.0,0.00294474595872457,0
21.7225,21.8925,444.0,953.5,0.0035141521775514197,1
19.815,26.575,33.5,420.0,0.00379472638249145,0
20.23,29.323333333333306,287.66666666666697,428.666666666667,0.00429965106296165,0
22.2,27.075,460.0,1129.0,0.00448144303134378,1
21.84,36.145,465.25,1541.0,0.0058657151510938,1
22.1,26.625,469.0,1047.4,0.0043794775815777,1
19.39,27.2,9.33333333333333,420.666666666667,0.00378267630066579,0
22.29,38.59,419.0,1992.5,0.00644260186073005,1
21.65,34.7675,474.0,1341.75,0.0055744440457741705,1
21.55,23.5,0.0,738.5,0.00373390411283325,0
22.1,26.5,465.25,1054.0,0.0043587725697085715,1
22.39,28.2,489.0,1053.0,0.004723765683591071,1
22.1,38.145,433.0,1863.75,0.00629354567488201,1
22.5,27.745,449.5,1097.0,0.00467839169614977,1
22.6,17.1333333333333,176.0,437.0,0.0028983866771869603,0
19.15,30.89,13.0,432.5,0.004235152419218111,0
21.575,33.79,479.0,1385.25,0.00539134128479374,1
19.39,27.2,0.0,429.0,0.00378267630066579,0
22.89,17.0,171.75,438.5,0.00292699396655477,0
20.7,31.7225,438.0,1102.5,0.004792115695458421,1
21.6,34.29,489.0,1272.5,0.0054802711332390605,1
22.39,26.79,438.0,1086.0,0.0044858740057066105,1
21.365,33.1725,466.5,1149.5,0.00522378213587924,1
21.79,21.7,441.0,910.0,0.00349755779149528,1
22.2,20.5,547.0,803.75,0.00338722518725759,1
21.39,33.3725,469.25,1164.0,0.0052636700649866894,1
21.963333333333306,18.0,74.0,443.0,0.0029294028756061893,0
22.675,26.525,732.75,1038.5,0.004519308911711,1
21.2,36.2,0.0,1313.0,0.0056469398715189795,0
22.525,27.815,449.5,1092.25,0.00469746773815421,1
22.15,17.745,97.75,441.25,0.0029209189574188107,0
19.1,30.89,6.0,434.0,0.00422187724213521,0
20.29,22.6,0.0,434.0,0.00332093209327951,0
22.65,17.6,358.0,458.75,0.0029868043687297893,0
22.39,17.7,362.0,452.0,0.0029565564114779107,0
19.79,26.6,38.3333333333333,421.333333333333,0.00379239560424957,0
20.5,21.15,0.0,440.0,0.00314755788405506,0
20.675,26.39,142.25,424.5,0.00397524519037489,0
20.7,27.79,115.25,428.75,0.0041940523670117,0
22.5,17.39,117.0,437.0,0.00292411194232605,0
22.0,38.466666666666704,441.0,1915.66666666667,0.00630818435968092,1
19.89,26.4725,28.0,421.5,0.00379773090752546,0
22.5,27.2,474.0,1069.0,0.0045858156714470395,1
22.65,26.55,523.75,1064.75,0.0045166915529542394,0
20.5,21.29,0.0,436.5,0.00316849891658704,0
21.79,20.295,489.0,801.5,0.00326991251875266,1
23.1,17.29,310.5,453.5,0.00301543624514715,0
22.1,26.5,479.0,1047.0,0.0043587725697085715,1
20.7,20.525,14.0,442.75,0.00309217161698958,0
21.426666666666698,33.6933333333333,510.666666666667,1324.33333333333,0.00532676249765869,1
22.2225,25.8925,448.0,775.5,0.00429028298913779,0
22.0,37.95,444.0,1832.75,0.00622260807187049,1
22.2,27.0,454.0,1131.25,0.00446893986995333,1
22.0,37.59,0.0,1742.0,0.00616299450167052,0
21.1,33.1266666666667,458.0,1379.33333333333,0.00513167567949639,1
22.5,28.033333333333307,517.0,1099.33333333333,0.00472738029153847,1
20.7,27.463333333333306,133.333333333333,425.0,0.0041444235120392395,0
22.1,26.445,449.5,1040.25,0.00434966279811913,1
20.89,32.475,436.5,1237.75,0.00496488126894816,1
22.1,26.65,469.0,1050.0,0.00438361874821534,1
19.1,31.0,24.0,432.25,0.004237013855804711,0
22.175,27.1,444.0,1136.75,0.0044787364943652,1
23.1,27.2,419.0,699.0,0.004756992933315179,1
22.1333333333333,17.79,87.0,443.666666666667,0.00292537479224092,0
22.2,26.6,448.0,1068.0,0.00440226477037821,1
19.6,26.7,26.5,428.0,0.00376182503753838,0
22.39,26.5475,438.0,1075.0,0.0044449782113592,1
22.05,26.575,469.0,1039.0,0.00435779859957091,0
21.89,18.1,57.0,439.333333333333,0.00293253765841459,0
22.356666666666694,17.5,119.0,442.333333333333,0.00291704408520697,0
21.426666666666698,34.06,469.0,1367.66666666667,0.0053852327129369,1
22.7225,17.6,347.25,454.5,0.0030000360445047,0
22.7,17.033333333333303,153.333333333333,441.666666666667,0.0028990149006283107,0
21.39,36.5,0.0,1419.0,0.00576152354219283,0
22.79,17.6,343.0,450.5,0.00301240148431402,0
21.7,20.89,485.666666666667,854.0,0.0033477322676030803,1
22.29,27.356666666666694,0.0,616.333333333333,0.00455346720904263,0
20.68,27.79,96.4,428.75,0.00418885241337428,0
19.7,30.15,90.5,422.0,0.00427789535815756,0
22.463333333333306,28.3266666666667,527.0,1081.33333333333,0.00476651144434147,1
21.29,19.7266666666667,58.3333333333333,671.333333333333,0.0030816098705629107,0
22.6,17.6,359.75,455.0,0.0029777089929062307,0
20.65,27.0,201.5,422.0,0.00406142991772346,0
20.79,31.8225,438.0,1143.75,0.00483426766932679,1
22.075,26.365,464.0,1044.0,0.0043297634602676,1
22.5666666666667,26.1,31.0,950.333333333333,0.00441702679849529,0
22.2,20.55,541.75,810.333333333333,0.0033955318122178,1
22.0,20.795,474.5,873.5,0.00339437642728385,1
22.745,27.5,0.0,670.0,0.0047067761580489,0
20.89,32.3333333333333,439.0,1212.0,0.0049430506981674215,1
21.7,21.6,447.0,879.25,0.00346214682201126,1
22.5,28.34,524.0,1087.5,0.00477949217444028,1
20.5,26.245,86.25,420.0,0.0039105664978157295,0
19.39,30.6,106.0,431.0,0.00425874827115814,0
20.6,20.745,0.0,439.5,0.00310618168450477,0
19.2,30.79,53.0,421.5,0.0042346172954835296,0
21.65,21.125,433.0,811.75,0.00337520552602053,1
21.39,33.0675,26.5,1201.25,0.00521516066314925,0
22.79,17.6,357.5,455.75,0.00301240148431402,0
19.1,30.926666666666694,31.0,433.0,0.00422692269872146,0
22.2,27.0,444.0,1127.5,0.00446893986995333,1
21.0,20.0,0.0,625.0,0.0030691085850655803,0
22.0,21.3925,469.0,880.75,0.00349245421876394,1
19.29,30.6,24.0,427.333333333333,0.00423213532126926,0
21.315,21.125,469.0,841.5,0.003306302478428,1
19.29,27.6,0.0,429.0,0.0038146754523217695,0
19.79,26.6,38.3333333333333,421.333333333333,0.00379239560424957,0
21.365,21.315,461.5,847.25,0.0033464966480141,1
22.2,20.7,513.0,860.0,0.00342045301113125,1
20.1,26.29,46.0,425.666666666667,0.00382107590736235,0
19.4725,30.5,62.0,423.5,0.00426672956580133,0
22.1,39.0,433.0,2007.66666666667,0.00643607184150235,1
22.29,25.89,447.0,1036.33333333333,0.00430765254338066,1
22.1,39.0,433.0,2028.5,0.00643607184150235,1
20.7,26.675,136.0,423.0,0.004024688311186,0
21.89,36.845,456.0,1667.5,0.00599886802512078,1
22.2,26.6,454.666666666667,1069.0,0.00440226477037821,1
22.7,26.89,539.0,1113.66666666667,0.0045889624577280606,0
22.34,17.6,107.0,445.0,0.00293080443339284,0
21.525,34.45,474.5,1396.75,0.005480630638581461,1
21.9725,18.025,69.75,441.0,0.00293513952533345,0
22.39,26.963333333333306,444.0,1067.33333333333,0.00451510863631191,1
19.1,31.0,31.0,435.0,0.004237013855804711,0
21.7,37.145,0.0,1623.5,0.00597771623243678,0
22.0,37.6725,440.25,1802.0,0.0061766549455363,1
19.39,27.2,0.0,425.0,0.00378267630066579,0
22.125,38.45,433.0,1926.0,0.00635415352427576,1
20.15,26.2675,62.0,424.75,0.00382968982916166,0
19.29,27.29,0.0,426.0,0.0037715696582425796,0
21.7,20.39,469.25,788.25,0.00326718375337819,1
20.823333333333302,32.06,439.0,1184.33333333333,0.00488071292967525,1
22.1666666666667,20.856666666666698,528.0,853.333333333333,0.0034394546921402,1
21.5,33.633333333333304,464.0,1431.66666666667,0.00534133780255613,1
21.79,19.05,555.5,629.75,0.00306832968772729,1
21.745,20.4425,511.5,821.5,0.0032847108546318693,1
22.6,17.5666666666667,357.333333333333,456.0,0.0029720424453838607,0
21.125,33.0425,474.5,1357.0,0.00512645979018345,1
21.745,23.55,0.0,776.5,0.00378706555977436,0
22.34,26.1,476.5,870.0,0.00435616279533284,0
21.2,33.1633333333333,504.0,1402.66666666667,0.00516930489146299,1
21.7,18.39,58.0,441.75,0.00294519709219547,0
21.84,21.65,436.5,918.75,0.00350018755285245,1
21.79,21.65,438.0,927.25,0.00348945369177141,1
21.7,20.0,377.75,757.75,0.0032043703156642398,1
21.34,21.2,449.5,831.0,0.0033232206556675697,1
21.89,19.323333333333302,524.0,680.0,0.0031317384210383,1
21.73,20.5666666666667,462.333333333333,830.666666666667,0.0033017234962236,1
19.6,30.245,277.5,432.75,0.00426471287018958,0
22.1,37.933333333333294,428.333333333333,1830.0,0.00625827140201521,1
22.55,28.3175,530.0,1082.5,0.0047903090040007,1
21.5,34.29,454.0,1402.25,0.00544653676263263,1
23.1,27.2,426.0,704.5,0.004756992933315179,1
22.1666666666667,21.463333333333303,518.0,898.0,0.0035400689608168297,1
23.1,27.2,419.0,701.0,0.004756992933315179,1
22.1,39.0,433.0,2027.5,0.00643607184150235,1
22.0,26.23,469.0,1021.66666666667,0.00428764918406366,1
19.1,30.89,9.33333333333333,430.333333333333,0.00422187724213521,0
20.39,22.1,0.0,439.0,0.00326730542580999,0
21.7,20.815,481.5,850.75,0.0033356486674956,1
22.0,26.29,469.0,1024.0,0.00429752476185875,1
22.175,26.675,460.0,1062.5,0.004408000239593071,1
22.426666666666694,26.73,441.0,1087.66666666667,0.00448581716067179,1
21.89,36.95,444.0,1684.0,0.00601612880676526,1
23.0,27.2,0.0,681.5,0.0047280779496687705,0
21.0,32.4,446.75,1261.0,0.00498721298961528,1
21.033333333333303,19.5,24.0,438.0,0.00299817731685058,0
19.1,30.89,13.0,436.333333333333,0.00422187724213521,0
22.29,25.963333333333306,454.0,801.0,0.00431993869567135,1
21.6333333333333,36.933333333333294,0.0,1544.33333333333,0.00591891616329108,0
21.963333333333306,21.463333333333303,469.0,885.666666666667,0.0034962098546660893,1
22.79,17.0,157.0,440.25,0.00290922565055317,0
22.39,26.5725,444.0,1062.75,0.00444919402578691,1
22.323333333333306,28.39,486.0,1052.33333333333,0.004736441615394061,1
19.39,30.5,66.6666666666667,428.0,0.004244735815627929,0
20.7,20.7,0.0,443.0,0.00311866824180661,0
20.6,21.033333333333303,0.0,439.666666666667,0.00314957290062984,0
21.7,20.856666666666698,433.0,778.0,0.0033423617210135803,1
20.7,20.6,4.66666666666667,441.0,0.00310352703828971,0
22.29,26.1666666666667,334.33333333333303,900.333333333333,0.00435400736653795,1
22.1,21.3925,486.5,908.5,0.00351393481258797,1
22.1,38.86,433.0,1998.33333333333,0.00641272979654761,1
21.025,32.7,454.0,1315.0,0.00504156795832232,1
22.0,24.1,0.0,844.0,0.003937267833615371,0
21.5,18.7,37.0,442.0,0.00295848247696224,0
21.745,18.2,324.75,458.25,0.00292269174076307,0
21.5,33.29,466.75,1262.5,0.00528634934275391,1
22.5,17.7,344.0,456.5,0.00297648758928842,0
22.175,20.8975,528.0,857.5,0.00344798539445085,1
20.0,26.29,51.5,426.0,0.0037973447897911602,0
19.2,30.6666666666667,16.0,428.666666666667,0.00421753997257109,0
21.79,20.945,464.0,844.5,0.00337520823685561,1
22.1,26.525,466.75,1061.25,0.0043629134625768,1
22.39,26.2675,438.0,1052.75,0.0043977649661122,1
21.5,19.5,500.666666666667,668.666666666667,0.00308567645329438,1
23.1,16.89,272.0,445.25,0.00294534451161807,0
21.7,21.0,489.0,852.0,0.00336545572585474,1
21.39,21.39,454.0,854.25,0.00336351296377594,1
19.39,30.5,150.25,427.0,0.004244735815627929,0
22.6,17.2,170.0,446.0,0.00290971720378491,0
21.6,36.925,0.0,1534.25,0.00590539845049522,0
22.2,20.55,538.0,812.0,0.0033955318122178,1
21.075,32.8725,454.0,1330.0,0.00508410273974399,1
22.6,28.1475,471.5,1105.25,0.00477592160034705,1
20.34,22.34,0.0,437.0,0.0032927364869499397,0
20.6333333333333,20.6333333333333,0.0,438.0,0.00309576545382003,0
22.0,37.59,444.0,1813.25,0.00616299450167052,1
22.15,26.6,449.5,1043.0,0.00438878240585666,1
22.7,17.1,115.0,443.75,0.00291041442997302,0
20.6,20.89,0.0,441.5,0.00312800194776641,0
21.445,19.5,494.0,665.0,0.00307524859218901,1
22.29,26.2,500.0,891.25,0.00435959274815248,0
21.7675,21.79,444.0,935.0,0.00350729340085375,1
21.79,20.23,518.666666666667,802.333333333333,0.0032593848970839103,1
19.39,27.39,0.0,432.0,0.00380926122794171,0
21.29,18.525,258.75,461.5,0.0028930178766182397,0
21.7,35.09,472.333333333333,1398.33333333333,0.00564400581885173,1
22.29,27.34,0.0,609.0,0.00455067277669262,0
22.0,19.87,535.5,738.0,0.00324260116666447,1
22.0666666666667,37.76,423.666666666667,1796.66666666667,0.00621661703229087,1
22.29,26.2425,442.5,1051.0,0.004366714254182571,1
22.2,20.92,523.5,865.0,0.0034570076958142398,1
21.76,19.0666666666667,557.666666666667,626.666666666667,0.00306537537622089,1
20.0,26.29,40.5,421.5,0.0037973447897911602,0
22.2,27.025,444.0,1114.5,0.00447310753496422,1
20.245,26.245,54.5,425.25,0.0038490778031903,0
